,course_id,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,year
0,1070968,Ultimate Investment Banking Course,True,200,2147,23,51,All Levels,1.5,Business Finance,2017
1,1113822,Complete GST Course & Certification - Grow Your CA Practice,True,75,2792,923,274,All Levels,39.0,Business Finance,2017
2,1006314,Financial Modeling for Business Analysts and Consultants,True,45,2174,74,51,Intermediate Level,2.5,Business Finance,2016
3,1210588,Beginner to Pro - Financial Analysis in Excel 2017,True,95,2451,11,36,All Levels,3.0,Business Finance,2017
4,1011058,How To Maximize Your Profits Trading Options,True,200,1276,45,26,Intermediate Level,2.0,Business Finance,2016
5,192870,Trading Penny Stocks: A Guide for All Levels In 2017,True,150,9221,138,25,All Levels,3.0,Business Finance,2014
6,739964,Investing And Trading For Beginners: Mastering Price Charts,True,65,1540,178,26,Beginner Level,1.0,Business Finance,2016
7,403100,"Trading Stock Chart Patterns For Immediate, Explosive Gains",True,95,2917,148,23,All Levels,2.5,Business Finance,2015
8,476268,Options Trading 3 : Advanced Stock Profit and Success Method,True,195,5172,34,38,Expert Level,2.5,Business Finance,2015
9,1167710,The Only Investment Strategy You Need For Your Retirement,True,200,827,14,15,All Levels,1.0,Business Finance,2017
10,592338,Forex Trading Secrets of the Pros With Amazon's AWS,True,200,4284,93,76,All Levels,5.0,Business Finance,2015
11,975046,Trading Options With Money Flow,True,200,1380,42,17,All Levels,1.0,Business Finance,2016
12,742602,Financial Management Risk and Return For Securities,True,30,3607,21,19,All Levels,1.5,Business Finance,2016
13,794151,Forex Trading Course: Work Smarter Not Harder Proven Results,True,195,4061,52,16,All Levels,2.0,Business Finance,2016
14,1196544,Python Algo Trading: Sentiment Trading with News,True,200,294,19,42,All Levels,7.0,Business Finance,2017
15,504036,Short Selling: Learn To Sell Stocks Before The Fall,True,75,2276,106,19,Intermediate Level,1.5,Business Finance,2015
16,719698,Basic Technical Analysis: Learn the structure of the market,True,20,4919,79,16,Beginner Level,1.5,Business Finance,2016
17,564966,The Complete Chart Pattern Trading Course: A Proven Approach,True,200,2666,115,52,All Levels,4.0,Business Finance,2015
18,606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,True,50,5354,24,23,All Levels,1.5,Business Finance,2015
19,58977,Financial Statements Made Easy,True,95,8095,249,12,Beginner Level,0.5833333333333334,Business Finance,2013
20,1242604,Winning Forex Trading with Live Forex Trading Examples,True,200,809,3,25,All Levels,2.0,Business Finance,2017
21,798740,Forex Traders - Create Your First Trading Robot. No Coding!,True,200,2295,84,39,All Levels,4.0,Business Finance,2016
22,506568,Create A Business From Home Trading Stocks Today In 2017,True,75,10149,83,16,All Levels,2.0,Business Finance,2015
23,1020760,Introduction to Accounting : Mastering Financial Statements,True,50,1916,38,23,Beginner Level,1.0,Business Finance,2016
24,859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,True,45,2507,333,40,All Levels,2.0,Business Finance,2016
25,383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,True,150,5786,518,50,All Levels,5.0,Business Finance,2015
26,353044,Investing 101: The Complete Online Investing Course,True,200,5334,373,42,All Levels,4.5,Business Finance,2014
27,447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,True,175,4005,237,25,Intermediate Level,2.0,Business Finance,2015
28,831066,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),True,150,2877,103,81,All Levels,4.5,Business Finance,2016
29,1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,True,140,1026,25,37,Beginner Level,3.0,Business Finance,2017
30,1170894,Python Algo Stock Trading: Automate Your Trading!,True,95,1165,21,41,Beginner Level,2.5,Business Finance,2017
31,948974,THE Forex Robot: Incredible ROI (Robot Included),True,200,1843,171,35,All Levels,1.5,Business Finance,2016
32,380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,True,45,8797,449,80,All Levels,6.5,Business Finance,2015
33,1217778,Mastering High Probability Iron Condor Options Trading,True,200,1030,11,22,All Levels,2.0,Business Finance,2017
34,1246208,The Complete Short Course on Ethereum,True,200,1041,12,28,All Levels,1.5,Business Finance,2017
35,434774,Options Trading Stocks: Proven Toolbox For Financial Success,True,195,7884,118,68,Intermediate Level,10.0,Business Finance,2015
36,308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,True,195,16900,2476,52,Beginner Level,5.5,Business Finance,2014
37,888716,"Introduction to Finance, Accounting, Modeling and Valuation",True,200,11441,1118,61,All Levels,4.5,Business Finance,2016
38,321410,Beginner to Pro in Excel: Financial Modeling and Valuation,True,195,22257,2697,138,All Levels,7.5,Business Finance,2014
39,965832,The Complete Investment Banking Course 2017,True,195,8575,809,110,All Levels,5.5,Business Finance,2016
40,648826,The Complete Financial Analyst Course 2017,True,195,24481,2347,174,All Levels,10.0,Business Finance,2016
41,1035472,Python for Finance: Investment Fundamentals & Data Analytics,True,195,3811,278,103,All Levels,6.5,Business Finance,2017
42,1154754,Financial Modeling for Startups & Small Businesses,True,195,4991,137,79,Beginner Level,11.5,Business Finance,2017
43,627540,Options Trading - How to Win with Weekly Options,True,115,7489,1190,25,Intermediate Level,1.0,Business Finance,2015
44,301442,Black Algo Trading: Build Your Trading Robot,True,200,20195,1113,227,All Levels,16.0,Business Finance,2014
45,640100,Accounting & Financial Statement Analysis: Complete Training,True,150,10042,594,43,All Levels,3.0,Business Finance,2015
46,1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,True,95,367,42,35,All Levels,5.0,Business Finance,2017
47,260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,True,200,10603,872,42,All Levels,5.5,Business Finance,2014
48,1214702,Three Steps Trading - Live Trading - Real Account,True,190,1197,11,46,All Levels,5.0,Business Finance,2017
49,848664,Option Trading for Rookies:  Understand Options Completely,True,150,2893,65,62,All Levels,2.0,Business Finance,2016
50,1142570,How I Learned Stock Trading (and How You Can Too),True,200,1580,12,53,Expert Level,2.0,Business Finance,2017
51,325834,Learn to Trade for Profit: Find and Trade Winning Stocks,True,95,10605,71,77,All Levels,3.0,Business Finance,2014
52,411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,True,125,2996,200,23,Intermediate Level,2.0,Business Finance,2015
53,885974,Four Fundamentals of Financial Planning,True,30,6219,23,20,All Levels,1.0,Business Finance,2017
54,1151092,Options Trading - Calendar Spread Course for Every Trader,True,200,1113,11,17,All Levels,1.5,Business Finance,2017
55,358326,Dividend Investing: Build Your Portfolio for a Better Future,True,60,8314,83,47,Beginner Level,4.0,Business Finance,2015
56,153210,Learn Accounting. Understand Business.,True,200,5572,123,33,Beginner Level,5.5,Business Finance,2014
57,834836,How to Consistently Win Trading Stocks in 30 Days or Less,True,145,1433,169,15,Intermediate Level,1.0,Business Finance,2016
58,1171994,A Beginner's Guide to Quantopian Futures API,True,20,936,6,11,Intermediate Level,1.5,Business Finance,2017
59,1239068,How to Buy Cheap Options - Options Trading Pricing Model,True,200,658,2,19,All Levels,1.0,Business Finance,2017
60,985922,Excel Crash Course: Master Excel for Financial Analysis,True,105,8121,689,40,All Levels,3.5,Business Finance,2016
61,765562,"Comprehensive Guide to Financial Markets, Investing &Trading",True,60,4187,600,79,Beginner Level,9.0,Business Finance,2016
62,165964,Stock Trading Ninja: Complete System For Trading Success,True,155,9445,497,38,All Levels,4.5,Business Finance,2014
63,855172,Hedge and Mutual Fund Careers: The Complete Guide,True,200,3255,340,102,All Levels,8.5,Business Finance,2016
64,258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,True,185,7941,713,40,All Levels,6.5,Business Finance,2014
65,994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,True,150,1680,158,76,All Levels,5.5,Business Finance,2016
66,43319,Options Trading Basics (3-Course Bundle),True,180,10100,985,45,Beginner Level,11.0,Business Finance,2013
67,408440,How to Win 97% of Your Options Trades,True,125,5050,461,26,All Levels,1.5,Business Finance,2015
68,918688,How I Make Consistent Returns Trading Options,True,200,2310,162,26,All Levels,3.5,Business Finance,2016
69,308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",True,185,5528,506,32,All Levels,3.0,Business Finance,2015
70,199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",True,125,6451,237,28,All Levels,5.0,Business Finance,2014
71,401784,Options Trading Introduction: Day Trade Stock Options,True,95,12394,218,30,Beginner Level,2.5,Business Finance,2015
72,1122792,The Almost Perfect Options Trading Strategy System - Unique,True,200,1793,18,15,All Levels,1.0,Business Finance,2017
73,709500,Forex Trading -  Learn to Trade Forex Like the Banks,True,20,3223,240,23,All Levels,1.0,Business Finance,2016
74,285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,True,60,16385,273,45,Beginner Level,3.0,Business Finance,2014
75,1135126,The Most Powerful Options Spread Trading Front Ratio Spread,True,200,1487,16,18,All Levels,2.0,Business Finance,2017
76,834558,What Finance Job is for You? Explanation of 14 Finance Roles,True,200,2951,232,60,All Levels,4.0,Business Finance,2016
77,551968,The Blueprint for Successful Stock Trading,True,120,2697,331,15,All Levels,1.0,Business Finance,2015
78,1005658,Trading for Beginners - Intermediate Level,True,150,3979,40,39,Beginner Level,5.0,Business Finance,2016
79,746432,Start Trading Stocks Using Technical Analysis!,True,25,3190,244,45,All Levels,4.0,Business Finance,2016
80,1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,True,200,1406,71,54,Expert Level,1.5,Business Finance,2017
81,284118,VPS for Forex Trading - Protect Your Forex Robots,True,160,4252,225,24,All Levels,2.0,Business Finance,2014
82,302562,Introduction to Accounting: The Language of Business,True,20,11958,370,134,Beginner Level,11.5,Business Finance,2014
83,596598,Basic Excel for Basic Bookkeeping and Accounting,True,95,7743,340,33,Beginner Level,1.5,Business Finance,2015
84,860890,"Using 'The Greeks To Understand Options""",True,50,2134,55,5,All Levels,1.0,Business Finance,2016
85,951050,Trading Options For Consistent Returns: Calendar Spreads,True,200,1214,69,20,All Levels,1.5,Business Finance,2016
86,796450,How to Create Your Personal Budget,True,20,3870,53,10,All Levels,1.0,Business Finance,2016
87,502772,The Complete Value Investing Course: A Proven Approach,True,200,2146,212,49,All Levels,4.5,Business Finance,2015
88,1102462,FOREX Trading with Price Action,True,195,484,57,19,Beginner Level,1.0,Business Finance,2017
89,1062092,Emini ES Futures - Advanced Non Directional Options Trading,True,200,1057,15,14,All Levels,1.5,Business Finance,2017
90,891484,Forex Trading - Advanced Fundamental Analysis,True,20,1754,100,49,Intermediate Level,2.5,Business Finance,2016
91,1217064,How To Invest With Tiny Capital In Stocks ?,True,20,1239,5,6,Beginner Level,0.7,Business Finance,2017
92,382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,True,95,2493,276,108,All Levels,9.5,Business Finance,2015
93,308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,True,150,2602,402,57,Beginner Level,5.0,Business Finance,2015
94,474928,Intermediate Options trading concepts for Stocks and Options,True,40,2000,30,9,All Levels,1.0,Business Finance,2015
95,1148774,Options Trading 101: The Basics,False,0,1514,66,11,Beginner Level,0.55,Business Finance,2017
96,959144,Practical Accounts APP Overview,True,20,1361,1,14,Intermediate Level,3.0,Business Finance,2016
97,1233350,Bitcoin Profits for Beginners,True,100,61,18,30,Beginner Level,1.5,Business Finance,2017
98,572744,Trend Traders Club: How To Find And Trade Fast Moving Trends,True,75,1513,31,60,All Levels,5.5,Business Finance,2015
99,724062,Financial Statements Basics,True,20,1374,19,9,Beginner Level,2.0,Business Finance,2016
100,474212,High performance Stock Trading using key Options techniques,True,40,2103,15,6,All Levels,1.5,Business Finance,2015
101,771276,Introduction to Financial Statement Analysis,True,20,1480,25,25,Beginner Level,1.5,Business Finance,2016
102,388164,Basics of Economics (College Level),True,25,2516,12,20,All Levels,1.5,Business Finance,2015
103,133536,Stock Market Investing for Beginners,False,0,50855,2698,15,Beginner Level,1.5,Business Finance,2013
104,655300,Accounting for Beginners : Learn Basics in under 1 Hour,True,50,1971,13,20,Beginner Level,1.5,Business Finance,2015
105,949504,Straddle Options Trading - Profit in Any Market Direction,True,200,837,9,19,All Levels,1.0,Business Finance,2016
106,265960,Fundamentals of Forex Trading,False,0,17160,620,23,All Levels,1.0,Business Finance,2014
107,680044,"Binary Options: Trading Strategies, 90% Accuracy and Signals",True,195,1723,38,24,Beginner Level,1.0,Business Finance,2015
108,923616,Website Investing 101 - Buying & Selling Online Businesses,False,0,6811,151,51,All Levels,2.0,Business Finance,2016
109,741898,Practical Accounts & Bookkeeping Automated Overview ,True,20,2060,17,30,All Levels,4.5,Business Finance,2016
110,381330,Live Account - ETF Trading System - Hacking The Stock Market,True,150,2318,19,16,All Levels,5.0,Business Finance,2014
111,545918,Stock Market Leverage: How to Start Trading Options Wisely,True,95,2153,14,13,Beginner Level,1.5,Business Finance,2015
112,191854,Stock Market Foundations,False,0,19339,794,9,Beginner Level,2.0,Business Finance,2014
113,471546,Crash Course on Working Capital Management,True,20,3177,8,8,All Levels,1.0,Business Finance,2015
114,866584,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,True,150,1535,16,462,All Levels,62.0,Business Finance,2016
115,889824,61% Profit In 1 Month - Crush Your Forex Trading Paradigm,True,20,1027,29,25,All Levels,1.5,Business Finance,2016
116,1191504,How to create a routine Trading,True,25,307,8,5,All Levels,0.1333333333333333,Business Finance,2017
117,585752,"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",True,150,2096,48,29,All Levels,0.6833333333333333,Business Finance,2015
118,671578,Forex SOS Course: Trading Tweaks And Working Forex Strategy,True,50,1315,48,59,Beginner Level,2.5,Business Finance,2015
119,151668,Introduction to Financial Modeling,False,0,29167,1463,8,Intermediate Level,1.5,Business Finance,2014
120,1105344,Quantitative Aptitude for Banking & Competitive Examinations,True,50,1056,1,42,All Levels,3.0,Business Finance,2017
121,44836,Option Spreads and Credit Spreads Bundle,True,180,2212,194,24,Expert Level,4.5,Business Finance,2013
122,840300,B Com Accountancy I (Paper ECO 02 IGNOU),True,50,2946,6,284,All Levels,31.5,Business Finance,2016
123,1100054,FOREX TRADING - Learn in a quick + profitable way + support,True,100,271,48,47,All Levels,3.5,Business Finance,2017
124,421054,Auditing Basics (Professional Course Level),True,25,3771,10,35,All Levels,2.5,Business Finance,2015
125,528784,Stock market Investing Encyclopedia: How to invest in stocks,True,200,3143,11,39,Intermediate Level,3.0,Business Finance,2015
126,637430,Learn the basics of preparing accounting statements,True,20,1951,30,20,Intermediate Level,0.55,Business Finance,2015
127,236080,Elliott Wave -Forex Trading With The Elliott Wave Theory,True,90,4022,35,14,Expert Level,1.0,Business Finance,2016
128,777444,Corporate Finance - A Brief Introduction,False,0,11724,649,17,Beginner Level,1.5,Business Finance,2016
129,474238,Excel functions to analyze and visualize data,True,20,2283,54,16,Intermediate Level,2.0,Business Finance,2015
130,1245244,Building Financial Statements in Excel,True,35,1181,1,18,Beginner Level,1.0,Business Finance,2017
131,1051570,Transfer Pricing A Complete Analysis,True,50,1852,3,14,All Levels,2.5,Business Finance,2016
132,262370,Accounting: Get Hired Without Work Experience,True,100,4661,187,20,All Levels,1.0,Business Finance,2014
133,1188178,Forex Trading for Beginners - Basics,True,50,989,9,11,All Levels,1.0,Business Finance,2017
134,824592,Basic Bookkeeping Hacks,True,20,5841,16,28,All Levels,1.5,Business Finance,2016
135,1147458,Complete Trading Plan Course for Stocks & Forex (10 Hours),True,200,1087,14,61,All Levels,9.5,Business Finance,2017
136,1243448,"Forex Trading with Fixed 'Risk through Options Trading""",True,200,611,4,26,Beginner Level,1.0,Business Finance,2017
137,730414,"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",True,60,1922,149,15,All Levels,20.0,Business Finance,2016
138,252396,How to Pick The Right Penny Stocks To Invest In 2017,True,150,9015,65,23,All Levels,2.5,Business Finance,2014
139,1198166,Top 10 Trading Ideas in the Equities Market,True,20,661,4,12,All Levels,1.0,Business Finance,2017
140,920604,Intro to Financial Modeling,True,105,1077,110,55,Beginner Level,6.0,Business Finance,2016
141,215728,Shark Accounting - Building a Business by the Numbers!,True,20,6050,140,17,Beginner Level,1.5,Business Finance,2014
142,722174,Forex Trading MAKE YOUR FIRST TRADE TODAY!,True,150,3523,46,45,All Levels,4.0,Business Finance,2016
143,48841,Accounting in 60 Minutes - A Brief Introduction,False,0,56659,4397,16,Beginner Level,1.5,Business Finance,2013
144,907444,SAP FICO For Beginners - A Guide to SAP Financial Accounts,True,100,1444,101,59,Beginner Level,5.0,Business Finance,2016
145,317030,Learn how to double your Forex Trading Account in one trade,True,60,2900,424,36,Intermediate Level,2.5,Business Finance,2014
146,891490,"Accounting Superpowers: Learn Accounts, Understand Business!",True,200,1437,96,34,Beginner Level,2.5,Business Finance,2016
147,1070886,Python Algo Trading: FX Trading with Oanda,True,200,453,42,33,Intermediate Level,3.0,Business Finance,2017
148,812616,Save on Your Taxes,True,20,2437,12,23,All Levels,1.5,Business Finance,2016
149,407984,Financial Model Basics: Build a model from start to finish,True,30,5057,142,13,Beginner Level,1.0,Business Finance,2015
150,214046,Option Trading for Rookies: The Covered Call Option Strategy,True,95,6092,25,29,Beginner Level,1.5,Business Finance,2016
151,512400,EFT for Stock Options Trading Success & Making Better Trades,True,95,4530,13,31,All Levels,1.5,Business Finance,2015
152,377370,Learn to Trade the Stock Market without Blowing Your Profits,True,60,6967,16,34,All Levels,1.0,Business Finance,2017
153,1175694,Get a Credit Repair Publication On Amazon and Live LIFE..,True,20,727,11,25,Beginner Level,3.0,Business Finance,2017
154,945750,Fundamentals of Accounting,True,20,1560,43,25,All Levels,3.0,Business Finance,2016
155,1085580,"RSI, Options Trading & Technical Analysis (3 Course Bundle)",True,200,1047,9,46,All Levels,3.5,Business Finance,2017
156,1188410,Basics of Mutual Funds for CA / CMA / CS / CFA Exams,True,125,1045,2,17,Intermediate Level,1.0,Business Finance,2017
157,402836,Accounting 101: How to read an Accounting Balance Sheet,True,200,3050,86,22,Beginner Level,2.0,Business Finance,2015
158,588764,Stock Options Day Trading Mindset for Success,True,200,2988,21,43,All Levels,4.5,Business Finance,2015
159,576946,Introduction to bookkeeping and Accounting,True,35,2623,158,20,Beginner Level,1.0,Business Finance,2015
160,543242,Learn to Trade The News,True,200,1924,351,544,All Levels,46.5,Business Finance,2015
161,502240,"Value Investing, Taught by Six Superinvestors",True,200,3804,267,66,All Levels,5.0,Business Finance,2015
162,598266,Trading for everyone - The Independent Investor Course I,True,120,4133,15,36,Beginner Level,4.0,Business Finance,2015
163,814068,Get Acquired: Learn From The Head Of Acquisitions For eBay,True,195,1420,70,29,All Levels,2.5,Business Finance,2016
164,1076920,Stock Market investment: Practical Accounting,True,125,1120,6,43,Beginner Level,3.0,Business Finance,2017
165,1103272,"How to remove 'Risk from Penny Stocks - Options Trading""",True,200,668,12,22,All Levels,1.0,Business Finance,2017
166,441112,Accounting Basics in 66 Minutes (absolutely for beginners),True,25,4086,31,14,All Levels,1.5,Business Finance,2015
167,1022108,"Tax Accounting: Difficult Topic, Made Easy to Understand",True,200,1033,10,29,All Levels,2.0,Business Finance,2017
168,1028030,Analysis of Company Financial Statements,True,20,832,34,34,All Levels,1.5,Business Finance,2016
169,1018380,Forex Trading Like Banks – Step by Step with Live Examples,True,195,677,45,40,All Levels,4.5,Business Finance,2016
170,575676,Fundamentals of Investing!,True,20,3125,54,13,Beginner Level,2.0,Business Finance,2015
171,1105216,Bank Financial Management A Comprehensive Study,True,50,1081,6,21,All Levels,1.5,Business Finance,2017
172,936328,Learn to Trade Forex and Stocks: From Beginner to Advanced,True,200,1645,25,42,All Levels,2.0,Business Finance,2016
173,43441,"Master 'Technical Analysis and Chart reading skills Bundle""",True,120,3348,352,13,All Levels,3.0,Business Finance,2013
174,1103718,Naked Put Options Trade Covered Call & Poor Man Covered Call,True,200,939,7,19,All Levels,1.5,Business Finance,2017
175,584410,The Ultimate Guide to Dividend & Dividend Growth Investing,True,200,2115,59,88,All Levels,5.5,Business Finance,2015
176,625568,Charting for Beginners 101: Technical Analysis Demystified,True,45,2230,102,10,All Levels,1.5,Business Finance,2015
177,297742,Build a DCF Valuation Model,True,50,2053,234,44,All Levels,5.5,Business Finance,2014
178,24877,Introductory Financial Accounting,True,80,1793,265,54,Beginner Level,10.0,Business Finance,2012
179,1188742,Introduction to Cryptocurrencies and Blockchain,False,0,3775,138,11,Beginner Level,2.0,Business Finance,2017
180,597716,Trade Pullback Candlestick Strategy - Make Consistent Pips,True,200,521,67,24,All Levels,3.0,Business Finance,2016
181,415802,Accounting Standards Basics (Professional Course Level),True,20,2222,9,12,All Levels,0.7,Business Finance,2015
182,323950,Use the Magic Multiple Moving Average Forex Trading system,True,50,1097,252,10,Intermediate Level,1.0,Business Finance,2014
183,488818,QuickBooks 2015 Training for Newbies,True,200,2506,21,76,Beginner Level,6.0,Business Finance,2015
184,610890,TRADING PSYCHOLOGY: Trading Mindset Mastery,True,120,975,23,23,Intermediate Level,1.0,Business Finance,2015
185,638980,Option Trading: How to Adjust Delta-Neutral Strangles!,True,145,1398,15,26,All Levels,1.5,Business Finance,2015
186,599684,Profitable binary option trading strategy,True,195,1096,24,24,All Levels,1.5,Business Finance,2015
187,332848,Tax Strategy: Financial Planning for Beginners,True,200,1703,59,25,All Levels,2.0,Business Finance,2014
188,354324,Accounting 2 Simplified for You,True,45,1446,23,27,Beginner Level,5.0,Business Finance,2014
189,379682,Project Funding Modelling (for Professionals),True,20,2736,3,8,All Levels,1.5,Business Finance,2014
190,319020,Investing: How I Consistently Beat The Stock Market,True,200,2000,31,34,All Levels,4.5,Business Finance,2014
191,713258,Bookkeeping Basics:  Understand the Fundamentals,True,75,853,45,48,Beginner Level,4.5,Business Finance,2016
192,537884,Leasing - A Comprehensive Study (Professional Course Level),True,20,3094,2,22,All Levels,3.5,Business Finance,2015
193,919906,Trading Options For Consistent Returns: Options Basics,False,0,4077,281,20,Beginner Level,1.5,Business Finance,2016
194,46010,TechniTrader Leading Hybrid Indicator Trading,True,20,4117,54,5,Intermediate Level,1.0,Business Finance,2013
195,777932,Financial modeling: Build a DCF equity valuation model,True,20,1369,17,31,All Levels,1.5,Business Finance,2016
196,773934,CryptoArbitrager: Bitcoin Trading Robot (no mining),True,150,1224,42,14,All Levels,0.55,Business Finance,2016
197,221306,Accounting Is Easy (for Beginners),True,20,3870,12,90,All Levels,9.0,Business Finance,2014
198,830994,Non Directional Weekly Options Trading System - ETF & Emini,True,200,897,22,21,All Levels,2.0,Business Finance,2016
199,723510,The Complete Position Trading Course: Position Trading Stock,True,45,1311,36,5,All Levels,1.0,Business Finance,2016
200,42643,Master Iron Condors - Double the credit for half the risk,True,60,1338,139,7,Expert Level,1.0,Business Finance,2013
201,411778,Basics of investing in Mutual Funds,True,20,1589,26,42,Intermediate Level,1.5,Business Finance,2015
202,366514,A Value Investing Approach to the Stock Market,True,20,1189,12,15,All Levels,1.5,Business Finance,2015
203,471588,Learn how to INVEST for huge profits or make it big trading!,True,50,701,12,37,All Levels,5.5,Business Finance,2015
204,390096,"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",True,50,1105,3,54,Intermediate Level,6.0,Business Finance,2015
205,607876,Mastering Candlestick Charting : High Probability Trading,True,50,123,16,35,All Levels,2.0,Business Finance,2015
206,249950,Binary Options Course - Level 2,False,0,5874,207,9,Intermediate Level,2.0,Business Finance,2014
207,792216,Stock Technical Analysis with R,True,50,354,32,49,All Levels,7.0,Business Finance,2016
208,45139,"Get to know the VIX Index (aka 'The Fear Index)""",True,60,727,64,9,All Levels,1.0,Business Finance,2013
209,692176,Apply finance concepts for smart project management,False,0,3465,161,24,Beginner Level,2.0,Business Finance,2016
210,1224262,Introduction to Futures Trading and Live Trade Demonstration,True,60,54,4,6,Expert Level,0.7166666666666667,Business Finance,2017
211,598094,Crowdfunding to Win,True,40,627,15,15,All Levels,1.5,Business Finance,2015
212,40039,Comprehensive Forex Mastery Program,True,45,650,107,97,All Levels,10.0,Business Finance,2013
213,1266148,Preparation of Consolidated Financial Statements (Basic),False,0,965,0,18,Intermediate Level,1.5,Business Finance,2017
214,791422,Succeed in Bonds Even if You Don't Know Where to Start,True,200,1113,6,8,All Levels,1.0,Business Finance,2017
215,352150,Learn to Trade for Profit: Ten Most Profitable Trading Rules,True,95,739,28,45,All Levels,2.0,Business Finance,2014
216,791436,Succeed in Lotto Even if You Don't Know Where to Start!,True,20,1201,12,18,All Levels,1.5,Business Finance,2017
217,537878,CFA Corporate Finance Level 2,True,50,2474,6,128,All Levels,17.5,Business Finance,2015
218,923184,Pin Bars: The Most Powerful Forex Trading Signal,True,200,494,16,19,All Levels,1.0,Business Finance,2016
219,476256,Stock Options Trades Using Interactive Brokers,True,95,1580,26,14,Intermediate Level,1.0,Business Finance,2015
220,552504,Introduction to Options - Strategies For Consistent Profits,True,40,617,44,55,All Levels,4.5,Business Finance,2015
221,537888,Risk in Forex Transactions - for CA / CS / CFA exams,True,20,2235,3,9,All Levels,1.0,Business Finance,2015
222,385686,Basics of Business Statistics (College Level),True,20,2293,9,28,All Levels,2.0,Business Finance,2015
223,738900,"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",True,200,1094,8,13,Beginner Level,2.0,Business Finance,2016
224,57415,Interpreting Financial Statements,True,20,1449,29,23,Beginner Level,1.5,Business Finance,2013
225,155344,Introduction to Bookkeeping (Accounting),True,20,3251,10,59,Beginner Level,12.0,Business Finance,2014
226,42491,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,True,60,607,55,16,Intermediate Level,2.0,Business Finance,2013
227,511952,Investment Banking: How to Land a Job on Wall Street,True,75,1218,30,63,All Levels,3.5,Business Finance,2015
228,530246,Learn To Invest In Index Funds and ETFs In 7 Easy Steps,True,20,1132,33,18,All Levels,1.0,Business Finance,2015
229,862786,Financial modeling: Build a multiples valuation model,True,20,656,17,20,All Levels,1.5,Business Finance,2016
230,165122,Trade Recap I - A Real Look at Futures Options Markets,True,20,3339,4,11,Beginner Level,1.5,Business Finance,2014
231,530768,Advanced Stock Options for Serious Equity Investors!,True,200,1271,23,7,Expert Level,1.5,Business Finance,2015
232,218416,Trading Binary Options for Fun and Profit,True,20,1574,24,46,All Levels,2.0,Business Finance,2015
233,619296,CFA: Fast Track your career in Finance,True,20,1393,27,21,Beginner Level,2.0,Business Finance,2015
234,717278,How to be a Profitable Forex Trader,True,20,1029,13,7,All Levels,0.6833333333333333,Business Finance,2016
235,445916,Excel Dashboard - Interactive Excel Dashboard and Charts,True,30,843,54,34,All Levels,3.0,Business Finance,2015
236,267984,Accounting 101: Learn Business Finance Forecasting in 60mins,True,95,1730,12,12,All Levels,1.5,Business Finance,2014
237,180362,The Securities Trade Lifecycle,True,50,1182,110,22,All Levels,4.0,Business Finance,2014
238,364810,Double your Forex Account using the MAGIC MA trading robot,True,65,1160,117,24,Intermediate Level,2.5,Business Finance,2014
239,692722,Technical Analysis 101: How to Profit During Market Crashes,True,95,1730,18,53,All Levels,2.0,Business Finance,2016
240,298558,Advanced Accounting for Investment Banking,True,50,1260,80,38,Intermediate Level,4.0,Business Finance,2014
241,480752,Investing In Stocks With 10 Simple Rules,True,95,871,79,59,All Levels,2.0,Business Finance,2015
242,637922,Venture Capital. What is it and Why it Matters to You!,True,50,1566,48,25,All Levels,2.5,Business Finance,2015
243,337320,Cash Flow Valuation: Develop Your Financial Literacy,True,105,2987,23,19,All Levels,2.0,Business Finance,2014
244,876646,Direction-Independ Trading - Elite Forex Traders  Strategy,True,120,973,15,28,All Levels,2.5,Business Finance,2016
245,529424,How to Become a Financial Analyst from Scratch!,True,40,2177,31,38,Beginner Level,5.0,Business Finance,2015
246,720814,First Steps to Trading the Forexmarkets : Technical Analysis,True,35,1772,19,15,Beginner Level,3.5,Business Finance,2016
